,Release_date,Title,movie_id,Director,movie_summary,genre
0,2000-01-14,Kannukkul Nilavu,274604,['Fazil'],"['Gautham,', 'a', 'man', 'with', 'special', 'needs,', 'comes', 'to', 'Pondicherry.', 'Hema,', 'a', 'carefree', 'woman,', 'befriends', 'him', 'and', 'with', 'the', 'help', 'of', 'her', 'father,', 'who', 'is', 'a', 'psychologist,', 'unravels', 'his', 'horrific', 'past', 'life.']","['Drama', ' Mystery', ' Romance']"
1,2000-01-14,Thirunelveli,8052464,['BharathiKannan'],"['The', 'story', 'of', 'a', 'caring', 'brother', 'who', 'makes', 'sacrifices', 'to', 'ensure', 'his', 'three', 'younger', 'brothers', 'succeed', 'in', 'life.']",['Drama']
2,2000-02-04,Eazhaiyin Sirippil,8954404,['K.Subash'],"['Kousalya', 'slowly', 'falls', 'for', 'Ganesan,', 'a', 'bus', 'driver,', 'working', 'for', 'her', 'father.', 'However,', 'she', 'is', 'shocked', 'when', 'a', 'woman', 'with', 'special', 'needs', 'accuses', 'Ganesan', 'of', 'destroying', 'her', 'life.']",['Drama']
3,2000-02-11,Annai,233222,['Manobala'],"['Annai', 'is', 'a', 'Tamil', 'emotional', 'family', 'drama', 'Movie.', 'Banumathi', 'and', 'Ranga', 'Rao', 'are', 'married', 'and', ""don't"", 'have', 'any', 'kids.', 'Banumathi', 'requests', 'her', 'sister', 'Sowcar', 'Janaki', 'who', 'is', 'poor', 'to', 'give', 'them', 'their', 'child.', 'Sowcar', 'Janaki', 'agrees', 'for', 'it.', 'She', 'meets', 'her', 'kid', 'after', 'long', 'time', 'and', 'misses', 'him', 'a', 'lot.']",['Drama']
4,2000-02-18,Hey Ram,222012,['KamalHaasan'],"['Saketh', ""Ram's"", 'wife', 'is', 'raped', 'and', 'killed', 'during', 'direct', 'action', 'day', 'riots', 'in', 'Calcutta.', 'He', 'is', 'convinced', 'that', 'Mahatma', 'Gandhi', 'is', 'responsible', 'for', 'all', 'the', 'problems', 'happening', 'in', 'the', 'country', 'and', 'sets', 'out', 'to', 'kill', 'him.']","['Crime', ' Drama', ' History']"
5,2000-02-18,Sudhandhiram,1505127,['RajKapoor'],"['After', 'the', 'passing', 'away', 'of', 'their', 'widower', 'freedom', 'fighter', 'father,', 'Raghu', 'looks', 'after', 'the', 'financial', 'affairs', 'of', 'a', 'hoodlum', 'and', 'extortionist,', 'Sopraj.', ""Raghu's"", 'brother,', 'Vishwa,', 'also', 'works', 'for', 'Sopraj', 'by', 'fixing', 'matches,', 'as', 'well', 'as', 'participates', 'in', 'daredevil', 'stunts', 'and', 'boxing', 'bouts.', 'Both', 'brothers', 'will', 'soon', 'be', 'thrown', 'into', 'conflict', 'with', 'each', 'other', 'after', 'Vishwa', 'agrees', 'to', 'testify', 'against', 'Sopraj', 'for', 'killing', 'a', 'man', 'named', 'Vikram,', 'the', 'brother', 'of', 'his', 'sweetheart,', 'Divya.', 'During', 'this', 'course,', 'Vishwa', 'will', 'also', 'find', 'out', 'the', 'truth', 'about', 'their', 'deceased', 'father,', 'and', 'the', 'amount', 'of', 'influence', 'Sopraj', 'has', 'over', 'Raghu', '-', 'who', 'will', 'leave', 'no', 'stone', 'unturned', 'in', 'order', 'to', 'compel', 'Vishwa', 'from', 'going', 'against', 'their', 'employer.—rAjOo', '(gunwanti@hotmail.com)']","['Action', ' Crime', ' Drama']"
6,2000-02-18,Thai Poranthachu,12160082,['R.K.Kalaimani'],"['An', 'aspiring', 'music', 'director,', 'trying', 'to', 'realize', 'his', 'dream', 'for', 'over', 'eight', 'years,', 'sacrifices', 'his', 'love', 'for', 'his', 'ambition,', 'but', 'faces', 'a', 'tricky', 'situation', 'when', 'his', ""brother's"", 'health', 'deteriorates', 'and', 'his', 'family', 'is', 'at', 'risk', 'financially.']",['Comedy']
7,2000-04-14,Sandhitha Velai,14814194,['Ravichandran'],"['Aadalarasu', '(Karthik)', 'is', 'an', 'unemployed', 'youth', 'looking', 'for', 'a', 'job.', 'He', 'is', 'constantly', 'mocked', 'for', 'this', 'by', 'his', 'father,', 'Gurumoorthy', '(Vijayakumar),', 'while', 'his', 'mother', '(Sujatha)', 'comes', 'to', 'his', 'support.', 'While', 'in', 'Madras', 'for', 'a', 'job', 'interview,', 'he', 'stays', 'with', 'his', ""father's"", 'friend', 'Sivaraman', '(Moulee).', 'Aadalarasu', 'has', 'run-ins', 'with', ""Sivaraman's"", 'daughter', 'Thilaka', '(Roja)', 'and', 'she', 'develops', 'a', 'dislike', 'for', 'him.', 'However,', 'she', 'bows', 'to', 'her', ""father's"", 'wishes', 'and', 'weds', 'Aadalarasu.', 'Just', 'when', 'she', 'starts', 'liking', 'him,', 'he', 'has', 'to', 'travel', 'again.', 'In', 'the', 'train,', 'he', 'meets', 'Thirunaavukkarasu', '(Karthik', 'again),', 'who', 'asks', 'him', 'for', 'a', 'favour.', 'Instead', 'of', 'the', 'usual', 'comedy,', 'the', 'mistaken', 'identity', 'is', 'then', 'played', 'for', 'sentiment.', 'With', 'Thirunaavukkarasu', 'dying', 'and', 'being', 'mistaken', 'for', 'Aadalarasu,', ""Aadalarasu's"", 'family', 'think', 'that', 'he', 'is', 'dead', 'while', 'he', 'takes', ""Thirunaavukkarasu's"", 'place', 'and', 'helps', 'them,', 'but', 'he', 'has', 'to', 'do', 'so', 'without', 'arousing', 'the', 'suspicions', 'of', 'his', 'wife', 'Akalya', '(Kausalya)', 'and', 'the', 'rest', 'of', 'his', 'family.']",['Drama']
8,2000-04-14,Vallarasu,4516596,['N.Maharajan'],"['Vallarasu', 'is', 'the', 'honest', 'Deputy', 'Commissioner', 'of', 'Police', 'who', 'arrests', 'Wasim', 'Khan,', 'a', 'terrorist', 'from', 'Pakistan.', 'His', 'family', 'comprises', 'of', 'his', 'wife', 'Anjali', 'and', 'two', 'children.', 'When', 'Vallarasu', 'comes', 'to', 'know', 'that', 'his', 'father', 'in', 'law', 'is', 'a', 'traitor,', 'he', 'kills', 'him.', 'When', 'Anjali', 'realizes', 'this,', 'she', 'leaves', 'Vallarasu.', 'Vallarasu', 'fights', 'R.', 'Kandaswamy,', 'a', 'business', 'tycoon,', 'who', 'supports', 'and', 'finances', 'Wasim', ""Khan's"", 'terrorist', 'plot.—Soumitra']","['Action', ' Thriller']"
9,2000-04-21,James Pandu,6757804,['Selva'],"['Two', 'porters', 'cum', 'ex-friends,', 'who', 'have', 'a', 'fall', 'out', 'because', 'of', 'their', 'love', 'interests,', 'have', 'to', 'rob', 'the', 'same', 'person.', 'The', 'man,', 'who', 'gave', 'them', 'the', 'job,', 'is', 'trying', 'to', 'scam', 'both', 'of', 'them', 'and', 'take', 'the', 'money', 'without', 'being', 'involved.']",['Comedy']
10,2000-04-28,Athey Manithan,14813260,['K.Rajeswar'],"['Mandhira', 'Moorthy', '(Livingston),', 'a', 'medical', 'representative,', 'will', 'soon', 'marry', 'Bhavani', '(Maheswari)', 'who', 'is', 'from', 'a', 'rich', 'family.', 'Mandhira', 'Moorthy', 'is', 'deeply', 'in', 'love', 'with', 'Bhagavathi', '(Lakshmi),', 'a', 'poor', 'dancer,', 'and', 'she', 'becomes', 'pregnant.', 'His', 'miser', 'aunt', 'pressured', 'Mandhira', 'Moorthy', 'for', 'money', 'so', 'he', 'decides', 'to', 'leave', 'the', 'village', 'for', 'the', 'city.', 'Later,', 'Bhagavathi', 'comes', 'to', 'see', 'Mandhira', 'Moorthy', 'after', 'a', 'while.', 'Shocked', 'to', 'see', 'her', 'before', 'his', 'marriage,', 'Mandhira', 'Moorthy', 'brings', 'her', 'to', 'a', 'remote', 'place.', 'He', 'marries', 'her', 'in', 'front', 'of', 'a', 'statue', 'of', 'God', 'and', 'he', 'then', 'kills', 'the', 'harmless', 'Bhagavathi.', 'Mandhira', 'Moorthy', 'feels', 'guilt', 'for', 'his', 'deed.', 'After', 'getting', 'to', 'Bhavani,', 'Mandhira', 'Moorthy', 'suspects', 'Bhavani', 'of', 'being', 'haunted', 'by', 'Bhagavathi.']",['Drama']
11,2000-05-05,Kandukondain Kandukondain,242572,['RajivMenon'],"['An', 'Indian', 'adaptation', 'of', 'Jane', ""Austen's"", '""Sense', 'and', 'Sensibility""', 'focusing', 'on', 'two', 'sisters', 'of', 'opposing', 'temperaments.']","['Drama', ' Romance']"
